,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_gamma,param_degree,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
10,0.003960609436035156,0.0003651861975736013,0.007860565185546875,0.0014518336575813247,0.1,sigmoid,0.1,,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.7096774193548387,0.7419354838709677,0.7096774193548387,0.7,0.3,0.632258064516129,0.16673394410420833,134,0.0,1.0,0.0,0.0,0.2857142857142857,0.2571428571428571,0.3875617133214439,129,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.2,0.34712220781807357,129,0.0,0.19999999999999998,0.0,0.0,0.43243243243243246,0.12648648648648647,0.17146641204676186,130
11,0.003543233871459961,0.0003451025579694433,0.008512783050537109,0.0007920043053402586,0.1,rbf,1,,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.7096774193548387,0.7096774193548387,0.7096774193548387,0.7,0.7,0.7058064516129032,0.004740947889257803,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133
12,0.003474140167236328,0.00041473887632995153,0.007046413421630859,0.0006366800625819557,0.1,sigmoid,1,,"{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}",0.7096774193548387,0.7419354838709677,0.7096774193548387,0.7,0.3333333333333333,0.6389247311827957,0.1534531797241143,133,0.0,1.0,0.0,0.0,0.3103448275862069,0.26206896551724135,0.3880497902520055,127,0.0,0.1111111111111111,0.0,0.0,1.0,0.22222222222222224,0.39126259692575577,128,0.0,0.19999999999999998,0.0,0.0,0.4736842105263158,0.13473684210526315,0.1863366030598637,129
13,0.003006649017333984,0.0005352801439600559,0.007246589660644532,0.0008825474250562621,1,rbf,0.001,,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",1.0,0.9354838709677419,0.967741935483871,0.9666666666666667,0.8333333333333334,0.9406451612903226,0.057405257824111364,99,1.0,1.0,1.0,1.0,0.75,0.95,0.09999999999999999,103,1.0,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.8444444444444444,0.11331154474650633,85,1.0,0.8750000000000001,0.9411764705882353,0.9411764705882353,0.7058823529411765,0.8926470588235296,0.10141729205627448,82
14,0.0026973724365234376,0.00044726841482704166,0.00559234619140625,0.0007317601041739118,1,sigmoid,0.001,,"{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.9032258064516129,0.8709677419354839,0.9666666666666667,0.8666666666666667,0.921505376344086,0.053096944041328045,105,1.0,0.875,0.8571428571428571,1.0,0.8571428571428571,0.9178571428571429,0.06738557951469004,106,1.0,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.7999999999999999,0.12957670877434002,110,1.0,0.823529411764706,0.75,0.9411764705882353,0.75,0.8529411764705882,0.10145993123917846,106
15,0.0030005931854248046,0.00016142685174388747,0.0057013511657714845,8.790107278350693e-05,1,rbf,0.01,,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.967741935483871,0.9354838709677419,0.9354838709677419,0.9,0.9,0.927741935483871,0.025530785725689512,100,0.9,1.0,1.0,1.0,0.875,0.9550000000000001,0.055677643628300216,73,1.0,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7999999999999999,0.10886621079036347,110,0.9473684210526316,0.8750000000000001,0.8750000000000001,0.8,0.823529411764706,0.8641795665634675,0.05084486389039903,101
16,0.0032776832580566407,0.000500999838357347,0.00613698959350586,0.0012813608768412273,1,sigmoid,0.01,,"{'C': 1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.7096774193548387,0.7419354838709677,0.7419354838709677,0.7333333333333333,0.6666666666666666,0.7187096774193548,0.028575458480641885,119,0.0,1.0,1.0,1.0,0.4,0.6799999999999999,0.41182520563948,117,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.11111111111111112,0.07027283689263066,130,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.2857142857142857,0.17714285714285713,0.0945882591842677,128
17,0.0037337303161621093,0.0004032087359602485,0.0073645591735839845,0.0006391745789485156,1,rbf,0.1,,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7096774193548387,0.7096774193548387,0.7096774193548387,0.7,0.7,0.7058064516129032,0.004740947889257803,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133
18,0.0034089088439941406,0.00016034162612417376,0.006033468246459961,0.0005391967687704292,1,sigmoid,0.1,,"{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.3548387096774194,0.2903225806451613,0.3225806451612903,0.3,0.3,0.31354838709677424,0.023207878385296712,144,0.3103448275862069,0.27586206896551724,0.2857142857142857,0.3,0.2857142857142857,0.2915270935960591,0.012156214238571182,124,1.0,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.9333333333333332,0.054433105395181765,2,0.4736842105263158,0.42105263157894735,0.43243243243243246,0.4615384615384615,0.43243243243243246,0.4442280337017179,0.019913256625540394,118
19,0.003866147994995117,0.0005993175469411807,0.00824880599975586,0.0010090026263911158,1,rbf,1,,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.7096774193548387,0.7096774193548387,0.7096774193548387,0.7,0.7,0.7058064516129032,0.004740947889257803,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133
20,0.003643369674682617,0.00043832262335011723,0.006979799270629883,0.0010391311957690314,1,sigmoid,1,,"{'C': 1, 'gamma': 1, 'kernel': 'sigmoid'}",0.3548387096774194,0.2903225806451613,0.3548387096774194,0.3,0.3333333333333333,0.32666666666666666,0.027069452004403555,141,0.3103448275862069,0.27586206896551724,0.3103448275862069,0.3,0.3103448275862069,0.30137931034482757,0.013372909951493327,122,1.0,0.8888888888888888,1.0,1.0,1.0,0.9777777777777779,0.04444444444444447,1,0.4736842105263158,0.42105263157894735,0.4736842105263158,0.4615384615384615,0.4736842105263158,0.4607287449392713,0.020388143015407586,117
21,0.00271759033203125,0.0002736356778224769,0.00607142448425293,0.0006396796087468961,10,rbf,0.001,,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.967741935483871,0.9354838709677419,1.0,0.9666666666666667,0.9,0.953978494623656,0.033835277321814544,58,1.0,0.8888888888888888,1.0,1.0,0.875,0.9527777777777778,0.05800170282728085,77,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.7777777777777778,0.888888888888889,0.07027283689263066,28,0.9411764705882353,0.8888888888888888,1.0,0.9411764705882353,0.823529411764706,0.918954248366013,0.05927207345754055,41
